customer_id,age,gender,region,plan,tenure_months,monthly_data_gb,call_minutes,sms_count,download_speed_mbps,latency_ms,dropped_calls_pct,monthly_bill_inr,support_calls,satisfaction_score,churn,monthly_data_gb_norm,call_minutes_norm,download_speed_mbps_norm,latency_ms_norm,monthly_bill_inr_norm
CUST10275,58,Female,North,Standard,13,8.28,284.9,18.0,68.67,58.6,2.9,764.49,3,3.9,No,0.1679319070623418,0.2865952612788056,0.7534019642645841,0.4898876404494382,0.4893826025164069
CUST10276,20,Male,West,Standard,31,7.51,185.2,43.0,47.97,77.1,2.54,644.12,1,2.5,Yes,0.15021854152288933,0.17872984961592556,0.5084605372145308,0.697752808988764,0.3635936128411989
CUST10277,23,Male,East,Basic,16,4.48,500.3,23.0,60.23,65.3,1.47,441.47,1,4.8,No,0.08051529790660225,0.5196364816617982,0.6535321263755768,0.5651685393258427,0.15182042385988384
CUST10278,39,Male,North,Standard,4,6.59,528.2,13.0,37.47,81.0,1.75,631.66,1,2.8,No,0.12905452035886816,0.5498214865303473,0.3842148858123299,0.7415730337078652,0.35057267065167413
CUST10279,42,Male,West,Premium,27,4.46,471.7,22.0,59.49,54.1,2.49,958.99,2,3.5,Yes,0.08005521048999309,0.48869414692199503,0.644775766181517,0.4393258426966292,0.6926388830832254
CUST10280,58,Female,West,Premium,49,3.33,603.7,35.0,36.57,93.2,3.07,931.01,0,3.1,No,0.05406027145157579,0.6315049226441632,0.3735652585492841,0.8786516853932584,0.6633992392258496
CUST10281,49,Female,South,Basic,55,5.31,445.8,11.0,64.36,47.2,4.38,463.96,3,3.5,No,0.0996089256958822,0.46067294168559997,0.7024020825937758,0.3617977528089888,0.17532291100614472
CUST10282,25,Male,West,Basic,26,3.26,500.6,8.0,81.16,42.7,2.75,381.23,1,5.0,Yes,0.052449965493443745,0.5199610516066213,0.9011951248372972,0.3112359550561798,0.08886845295322497
CUST10283,68,Male,South,Basic,24,8.25,484.7,99.0,46.17,35.6,3.9,504.14,1,3.4,Yes,0.1672417759374281,0.5027588445309964,0.4871612826884392,0.2314606741573034,0.2173117919993312
CUST10284,41,Female,East,Basic,57,3.17,413.5,16.0,15.11,92.3,3.99,404.51,1,1.4,Yes,0.050379572118702545,0.4257275776263118,0.11963081292154773,0.8685393258426966,0.11319650545500147
CUST10285,68,Male,West,Standard,50,10.62,334.5,22.0,39.78,68.1,2.55,676.99,1,2.7,No,0.22176213480561302,0.34025749215622636,0.4115489291208141,0.596629213483146,0.39794340174727255
CUST10286,69,Female,South,Standard,60,3.1,828.5,19.0,66.48,49.7,3.45,598.67,2,2.5,No,0.04876926616057051,0.8747160012982799,0.7274878712578393,0.38988764044943824,0.3160974794131171
CUST10287,20,Male,West,Basic,66,4.63,348.6,36.0,56.3,75.0,2.53,440.71,5,3.0,No,0.08396595353117091,0.35551227956291254,0.6070287539936101,0.6741573033707865,0.15102620908748904
CUST10288,44,Male,South,Standard,60,4.45,310.1,85.0,51.73,66.0,4.25,724.94,1,3.3,No,0.07982516678168851,0.3138591366439468,0.5529523133356998,0.5730337078651685,0.4480520837687582
CUST10289,39,Male,West,Standard,68,15.82,508.1,37.0,63.13,86.5,3.5,758.95,1,3.1,No,0.3413848631239935,0.5280753002271991,0.6878475920009466,0.8033707865168539,0.48359319483342406
CUST10290,43,Male,East,Basic,30,8.29,475.3,8.0,55.27,30.2,1.49,571.88,0,4.3,Yes,0.16816195077064636,0.49258898625987235,0.5948408472370134,0.17078651685393256,0.2881014086862016
CUST10291,34,Female,North,Premium,29,5.83,177.1,9.0,66.27,50.8,2.98,1062.62,1,3.1,Yes,0.11157119852772024,0.16996646110570163,0.7250029582297952,0.4022471910112359,0.8009342473770011
CUST10292,47,Male,South,Basic,24,9.25,632.1,19.0,61.79,47.6,4.61,437.59,2,3.2,No,0.19024614676788587,0.6622308774207509,0.6719914802981896,0.36629213483146067,0.14776574844292104
CUST10293,43,Male,South,Premium,17,1.7,413.0,20.0,70.83,23.4,2.6,941.71,1,4.9,No,0.016563146997929604,0.4251866277182733,0.778961069695894,0.09438202247191009,0.6745809472056181
CUST10294,27,Male,North,Basic,54,6.5,230.0,7.0,53.38,72.0,3.29,463.83,2,3.2,No,0.12698412698412695,0.22719896137617657,0.5724766299846172,0.6404494382022472,0.17518705847928773
CUST10295,33,Male,North,Premium,52,24.49,644.0,44.0,61.58,50.7,3.4,1049.85,0,3.5,No,0.5408327582240624,0.6751054852320676,0.6695065672701455,0.401123595505618,0.7875893491618944
CUST10296,25,Female,South,Premium,58,7.29,542.6,11.0,43.39,66.8,1.66,1056.89,1,3.3,No,0.14515757994018863,0.5654008438818566,0.4542657673648089,0.5820224719101124,0.7949462860009198
CUST10297,61,Female,North,Premium,13,6.99,202.4,70.0,38.98,92.8,3.36,1010.83,2,2.7,Yes,0.1382562686910513,0.1973385264524505,0.40208259377588446,0.8741573033707865,0.7468126907160475
CUST10298,53,Female,North,Premium,36,9.55,749.9,88.0,73.6,49.3,1.27,1020.41,1,2.7,Yes,0.1971474580170232,0.7896786757546251,0.8117382558277125,0.38539325842696626,0.7568239769259709
CUST10299,38,Female,East,Standard,16,6.51,548.6,21.0,51.24,48.3,2.11,758.6,2,3.9,Yes,0.12721417069243152,0.5718922427783187,0.5471541829369305,0.3741573033707865,0.48322743803034746
CUST10300,38,Male,East,Standard,65,1.83,428.2,33.0,60.07,56.9,3.98,754.74,1,4.5,No,0.019553715205889118,0.4416315049226442,0.6516388593065909,0.4707865168539326,0.47919366300213195
CUST10301,22,Male,East,Standard,20,2.24,716.2,10.0,49.86,70.8,3.19,671.84,2,2.1,No,0.028985507246376812,0.7532186519528292,0.530824754466927,0.6269662921348315,0.3925615516448607
CUST10302,33,Female,South,Basic,11,7.67,458.7,38.0,39.2,45.9,2.47,438.8,2,3.3,No,0.15389924085576256,0.4746294493129936,0.40468583599574015,0.347191011235955,0.14903022196212853
CUST10303,66,Female,West,Standard,42,4.2,424.9,17.0,48.16,44.9,3.29,757.18,0,3.3,Yes,0.07407407407407407,0.43806123552959,0.5107087918589516,0.3359550561797753,0.48174351042929403
CUST10304,19,Female,East,Standard,64,15.69,311.1,11.0,69.54,71.9,2.73,796.36,0,3.1,No,0.33839429491603396,0.31494103646002386,0.7636966039521951,0.6393258426966293,0.522687371985119
CUST10305,25,Male,North,Premium,66,5.45,534.7,20.0,56.33,61.1,2.81,964.05,1,3.9,No,0.1028295376121463,0.5568538353348481,0.6073837415690451,0.5179775280898876,0.6979266814362747
CUST10306,61,Female,North,Standard,7,1.9,515.8,18.0,22.33,22.3,3.52,660.69,3,3.3,No,0.02116402116402116,0.536405928810992,0.2050644894095373,0.08202247191011237,0.3809095849182796
CUST10307,45,Female,East,Standard,24,2.93,432.6,20.0,44.77,35.4,2.0,677.33,1,4.0,No,0.04485852311939268,0.44639186411338316,0.47059519583481246,0.2292134831460674,0.39829870835597553
CUST10308,19,Male,North,Standard,12,1.12,287.8,48.0,74.73,79.0,2.84,675.62,1,3.8,Yes,0.0032206119162640928,0.289732770745429,0.8251094545024258,0.7191011235955056,0.39651172511808724
CUST10309,43,Male,South,Basic,23,5.74,453.4,14.0,44.79,61.4,2.46,358.83,3,3.2,Yes,0.10950080515297905,0.4688953802877853,0.47083185421843565,0.5213483146067416,0.06546001755632655
CUST10310,56,Female,West,Basic,39,5.92,417.4,83.0,20.99,42.8,1.06,349.68,1,5.0,No,0.11364159190246144,0.42994698690901223,0.18920837770678023,0.3123595505617977,0.05589808970446852
CUST10311,35,Male,North,Standard,21,5.07,190.0,10.0,76.4,52.3,1.79,630.61,2,4.3,No,0.09408787669657233,0.18392296873309533,0.8448704295349663,0.4191011235955056,0.34947540024244456
CUST10312,37,Female,North,Standard,5,13.48,165.1,76.0,58.24,55.2,4.53,676.82,2,3.3,Yes,0.2875546353807223,0.15698366331277724,0.6299846172050645,0.451685393258427,0.3977657484429212
CUST10313,50,Female,West,Basic,37,14.57,531.7,12.0,46.95,66.8,3.22,451.01,3,2.0,No,0.3126293995859213,0.553608135886617,0.4963909596497456,0.5820224719101124,0.16178990929231285
CUST10314,49,Male,East,Standard,4,5.98,20.0,25.0,42.43,33.3,1.34,719.79,2,3.8,No,0.11502185415228892,0.0,0.44290616495089336,0.20561797752808986,0.4426702336663462
CUST10315,64,Male,North,Standard,17,1.67,467.0,17.0,64.24,41.5,1.11,649.73,2,5.0,No,0.01587301587301587,0.483609217786433,0.7009821322920363,0.29775280898876405,0.3694561718847971
CUST10316,30,Female,West,Basic,1,9.99,343.9,19.0,39.87,59.4,2.68,469.74,5,2.4,Yes,0.20726938118242463,0.3504273504273504,0.4126138918471186,0.49887640449438203,0.18136312335409444
CUST10317,32,Male,West,Standard,7,9.59,665.5,43.0,65.22,53.4,4.52,639.2,1,1.8,Yes,0.1980676328502415,0.6983663312777237,0.7125783930895752,0.4314606741573034,0.3584521172093802
CUST10318,26,Female,South,Standard,32,6.51,341.2,70.0,56.13,64.1,2.59,672.69,0,3.4,No,0.12721417069243152,0.34750622092394245,0.6050171577328127,0.5516853932584269,0.393449818166618
CUST10319,52,Male,East,Basic,62,12.65,548.7,56.0,51.67,35.3,4.24,507.2,3,4.0,No,0.2684610075914423,0.5720004327599265,0.5522423381848302,0.2280898876404494,0.22050955147765752
CUST10320,45,Male,South,Premium,56,3.14,358.6,18.0,50.18,60.7,3.19,1000.56,1,3.1,Yes,0.049689440993788817,0.36633127772368285,0.5346112886048988,0.5134831460674157,0.7360803410943444
CUST10321,36,Female,North,Premium,8,24.67,450.5,28.0,45.38,72.5,3.32,1057.17,1,2.6,Yes,0.5449735449735449,0.465757870821162,0.47781327653532124,0.6460674157303371,0.795238891443381
CUST10322,54,Female,East,Standard,3,3.58,562.6,14.0,63.68,62.8,1.33,679.37,3,2.9,Yes,0.05981136415919024,0.5870388402033972,0.6943556975505857,0.5370786516853933,0.400430548008193
CUST10323,37,Female,South,Basic,25,10.88,346.7,12.0,35.02,57.2,3.83,585.22,3,2.9,Yes,0.22774327122153207,0.35345666991236613,0.35522423381848306,0.47415730337078654,0.3020419679806045
CUST10324,28,Female,East,Standard,47,2.23,609.4,11.0,23.67,53.5,2.43,661.41,2,3.4,Yes,0.02875546353807223,0.6376717515958022,0.22092060111229442,0.43258426966292135,0.3816619989131798
CUST10325,46,Female,West,Premium,54,3.65,251.1,18.0,57.22,41.6,3.75,932.77,2,2.4,Yes,0.06142167011732228,0.25002704749540194,0.6179150396402792,0.298876404494382,0.6652384734356059
CUST10326,40,Female,North,Standard,60,17.92,483.0,29.0,57.47,53.8,1.9,746.96,0,4.4,No,0.38969404186795487,0.5009196148436655,0.6208732694355698,0.43595505617977526,0.4710634117794592
CUST10327,39,Female,East,Premium,25,5.64,596.1,6.0,55.2,75.2,2.99,987.91,1,3.4,No,0.10720036806993327,0.6232824840419777,0.594012542894332,0.6764044943820225,0.7228608452117211
CUST10328,41,Male,North,Standard,13,11.54,548.8,24.0,54.12,53.1,3.19,709.93,3,3.9,No,0.24292615596963416,0.5721086227415341,0.581232990178677,0.4280898876404495,0.43236634201396146
CUST10329,65,Male,West,Standard,2,7.8,775.0,71.0,43.19,40.8,2.63,694.08,1,3.8,No,0.1568898090637221,0.8168343611381587,0.45189918352857644,0.28988764044943816,0.4158027839317812
CUST10330,29,Female,South,Basic,11,6.24,292.6,54.0,59.81,47.1,3.24,357.05,2,3.9,No,0.12100299056820794,0.29492588986259877,0.6485623003194888,0.3606741573033708,0.06359988295782304
CUST10331,32,Female,East,Standard,5,16.22,181.8,16.0,47.32,58.2,2.51,693.38,0,3.6,No,0.3505866114561766,0.17505139024126368,0.5007691397467755,0.48539325842696635,0.4150712703256281
CUST10332,47,Female,East,Basic,62,5.73,251.0,9.0,40.69,49.0,2.09,425.17,1,4.0,No,0.10927076144467447,0.24991885751379422,0.4223168855756715,0.38202247191011235,0.13478660703089082
CUST10333,20,Female,South,Standard,20,2.1,548.9,34.0,43.32,62.8,4.57,652.51,2,1.4,No,0.02576489533011272,0.5722168127231418,0.4534374630221275,0.5370786516853933,0.3723613259206622
CUST10334,25,Female,East,Premium,60,3.97,519.6,5.0,78.31,63.4,3.95,941.68,4,2.5,Yes,0.06878306878306878,0.5405171481120848,0.8674713051709857,0.5438202247191011,0.6745495966224972
CUST10335,47,Female,East,Basic,40,9.57,448.4,53.0,21.98,69.2,1.96,446.68,2,2.5,No,0.19760754543363235,0.4634858812074002,0.20092296769613063,0.6089887640449438,0.15726497512853743
CUST10336,44,Male,East,Standard,39,8.65,227.9,21.0,55.5,77.8,3.43,704.26,0,2.7,No,0.1764435242696112,0.22492697176241483,0.5975624186486806,0.7056179775280899,0.4264410818041216
CUST10337,51,Male,West,Basic,33,2.41,568.0,88.0,22.81,70.9,1.98,462.38,1,3.1,No,0.032896250287554635,0.5928810992102131,0.21074429061649505,0.6280898876404495,0.17367178029511351
CUST10338,23,Male,West,Standard,59,4.18,209.6,7.0,46.38,40.1,1.5,668.62,0,4.2,Yes,0.07361398665746491,0.20512820512820512,0.48964619571648327,0.28202247191011237,0.3891965890565565
CUST10339,62,Female,South,Basic,4,4.58,638.6,47.0,41.5,40.5,3.94,448.43,0,3.7,No,0.08281573498964802,0.6692632262252516,0.4319015501124127,0.28651685393258425,0.1590937591439201
CUST10340,43,Female,South,Premium,7,5.27,944.3,23.0,16.72,53.8,0.93,950.83,1,4.0,No,0.09868875086266388,1.0,0.13868181280321853,0.43595505617977526,0.6841115244743554
CUST10341,26,Male,North,Basic,31,2.73,496.0,19.0,53.84,47.8,3.82,446.85,1,2.7,No,0.04025764895330112,0.514984312452667,0.5779197728079517,0.3685393258426966,0.1574426284328889
CUST10342,34,Male,West,Premium,29,4.44,535.0,9.0,42.3,36.8,2.52,996.31,2,3.7,Yes,0.07959512307338394,0.5571784052796711,0.4413678854573423,0.24494382022471906,0.7316390084855579
CUST10343,29,Male,South,Premium,40,4.16,341.3,37.0,16.51,47.9,2.57,1021.58,2,2.5,No,0.07315389924085576,0.3476144109055502,0.13619689977517455,0.3696629213483146,0.7580466496676841
CUST10344,41,Male,South,Standard,54,11.04,104.2,39.0,60.59,55.25,3.25,754.48,2,3.4,No,0.23142397055440528,0.09109596451368604,0.6577919772807952,0.45224719101123595,0.47892195794841796
CUST10345,42,Male,North,Standard,43,11.31,321.5,86.0,69.53,44.3,3.44,749.24,2,3.8,Yes,0.23763515067862892,0.32619279454722494,0.7635782747603833,0.3292134831460674,0.4734460560966435
CUST10346,40,Male,West,Standard,19,6.08,233.3,50.0,70.35,49.9,1.89,680.07,1,2.2,No,0.11732229123533469,0.23076923076923078,0.7732812684889361,0.3921348314606741,0.40116206161434614
CUST10347,41,Female,South,Premium,24,5.18,169.5,16.0,53.38,73.9,3.59,993.55,0,4.1,No,0.09661835748792268,0.1617440225035162,0.5724766299846172,0.6617977528089888,0.72875475483844
CUST10348,65,Female,East,Standard,55,7.32,740.0,12.0,48.69,58.2,2.92,501.41,0,3.5,No,0.14584771106510236,0.7789678675754625,0.5169802390249674,0.48539325842696635,0.21445888893533427
CUST10349,67,Male,North,Standard,15,3.93,479.1,9.0,67.92,94.5,1.42,636.72,0,3.1,Yes,0.06786289394985047,0.4967002055609651,0.7445272748787125,0.8932584269662921,0.35586046900472357
CUST10350,43,Male,West,Basic,37,3.17,498.3,69.0,73.24,57.7,2.61,383.46,0,4.8,No,0.050379572118702545,0.5174726820296441,0.8074784049224942,0.47977528089887644,0.09119884629854115
CUST10351,68,Female,North,Standard,39,3.63,374.4,14.0,65.0,50.4,4.32,680.76,2,3.0,No,0.06096158270071313,0.3834252948176999,0.7099751508697195,0.39775280898876403,0.40188312502612555
CUST10352,60,Female,North,Basic,55,4.43,398.9,69.0,33.88,55.1,4.64,448.42,1,2.5,Yes,0.07936507936507935,0.40993184031158714,0.3417347059519584,0.450561797752809,0.1590833089495465
CUST10353,60,Female,West,Standard,52,3.14,603.6,35.0,51.02,59.1,3.59,622.51,1,2.7,Yes,0.049689440993788817,0.6313967326625555,0.5445509407170749,0.4955056179775281,0.34101074279981614
CUST10354,29,Female,West,Standard,34,7.43,424.2,31.0,54.59,62.0,1.49,689.47,1,4.7,Yes,0.14837819185645268,0.43730390565833605,0.5867944621938233,0.5280898876404494,0.41098524432554456
CUST10355,40,Male,North,Standard,23,10.74,525.5,20.0,20.86,88.2,3.34,708.27,3,2.0,Yes,0.22452265930526796,0.5469003570269393,0.1876700982132292,0.8224719101123595,0.43063160974794135
CUST10356,36,Female,South,Standard,27,2.38,394.7,39.0,55.04,41.5,3.74,541.44,1,3.4,No,0.03220611916264089,0.4053878610840636,0.5921192758253461,0.29775280898876405,0.25629101701291657
CUST10357,23,Female,East,Standard,30,6.8,368.4,24.0,82.09,68.7,3.6,677.72,4,4.0,No,0.13388543823326432,0.37693389592123766,0.912199739675778,0.6033707865168539,0.3987062659365465
CUST10358,21,Female,West,Standard,16,5.8,176.8,19.0,57.6,58.3,3.66,675.15,2,3.4,Yes,0.11088106740280652,0.16964189116087852,0.6224115489291208,0.48651685393258426,0.39602056598252733
CUST10359,50,Female,South,Standard,46,8.35,74.0,40.0,70.1,29.9,3.2,690.28,0,4.0,No,0.16954221302047384,0.05842259006815969,0.7703230386936456,0.16741573033707863,0.41183171006980734
CUST10360,39,Male,South,Standard,16,6.63,382.9,22.0,50.74,67.3,2.72,766.66,0,3.8,Yes,0.1299746951920865,0.39262144325435466,0.5412377233463496,0.5876404494382023,0.4916502946954814
CUST10361,60,Male,East,Premium,47,2.6,440.2,14.0,46.9,75.3,2.13,897.73,1,4.5,No,0.03726708074534161,0.4546143027155686,0.49579931369068747,0.6775280898876405,0.6286209923504578
CUST10362,52,Female,South,Basic,55,2.94,198.5,37.0,53.72,41.3,0.71,371.29,0,4.5,No,0.045088566827697255,0.19311911716975008,0.5764998225062122,0.29550561797752806,0.07848095974585131
CUST10363,22,Male,West,Basic,70,6.81,423.8,23.0,35.76,54.9,3.17,296.19,0,3.0,No,0.1341154819415689,0.4368711457319053,0.36398059401254285,0.44831460674157303,0.0
CUST10364,61,Male,East,Basic,9,13.05,439.7,35.0,33.54,27.4,3.0,450.85,1,3.6,No,0.27766275592362544,0.45407335280753003,0.33771151343036326,0.1393258426966292,0.16162270618233504
CUST10365,43,Male,North,Standard,55,1.59,41.9,18.0,66.99,34.9,3.41,636.78,0,4.5,No,0.014032666206579251,0.023693605972086983,0.7335226600402318,0.2235955056179775,0.3559231701709652
CUST10366,47,Female,West,Standard,7,8.37,265.3,11.0,68.59,71.8,1.33,671.17,1,3.3,Yes,0.170002300437083,0.2653900248836958,0.7524553307300911,0.6382022471910112,0.3918613886218284
CUST10367,68,Male,West,Standard,25,14.49,503.3,83.0,33.13,47.5,3.51,796.86,3,2.8,Yes,0.31078904991948464,0.5228821811100293,0.3328600165660869,0.3651685393258427,0.5232098817037998
CUST10368,51,Male,West,Standard,13,6.05,499.7,72.0,62.52,37.3,5.06,732.63,1,2.2,Yes,0.11663216011042098,0.5189873417721519,0.6806295113004378,0.25056179775280896,0.45608828324206835
CUST10369,19,Female,North,Basic,12,9.56,222.3,46.0,46.7,58.7,2.89,460.64,1,2.5,Yes,0.19737750172532778,0.21886833279238344,0.4934327298544551,0.4910112359550562,0.17185344647410444
CUST10370,27,Female,North,Premium,13,4.23,458.5,19.0,53.1,46.6,2.73,954.0,0,3.3,Yes,0.07476420519898781,0.4744130693497782,0.5691634126138918,0.3550561797752809,0.6874242360907914
CUST10371,40,Male,East,Standard,4,6.19,614.0,20.0,48.2,47.5,3.14,742.58,1,3.4,Yes,0.11985277202668507,0.6426484907497566,0.5111821086261981,0.3651685393258427,0.46648622664381567
CUST10372,19,Female,North,Basic,60,2.33,569.9,65.0,62.92,66.8,5.04,411.89,0,3.5,No,0.03105590062111801,0.5949367088607594,0.6853626789729026,0.5820224719101124,0.1209087489027296
CUST10373,26,Female,West,Standard,5,1.46,412.8,19.0,49.24,36.4,1.67,612.76,2,4.3,No,0.011042097998619736,0.42497024775505793,0.5234883445746066,0.24044943820224718,0.33082180328554117
CUST10374,59,Male,South,Basic,29,12.34,345.8,16.0,69.15,40.5,3.02,378.65,0,3.4,No,0.26132965263400043,0.3524829600778968,0.7590817654715418,0.28651685393258425,0.08617230280483217
CUST10375,25,Male,East,Basic,51,3.52,316.7,91.0,52.64,57.5,1.92,395.85,0,3.2,No,0.05843110190936277,0.3209996754300552,0.5637202697905573,0.47752808988764045,0.10414663712745062
CUST10376,26,Female,West,Basic,72,4.97,514.2,24.0,57.36,70.5,2.2,470.33,1,4.1,No,0.09178743961352655,0.534674889105269,0.6195716483256419,0.6235955056179775,0.1819796848221377
CUST10377,44,Male,South,Premium,62,2.72,465.1,85.0,35.5,74.8,2.75,1090.53,2,3.3,Yes,0.04002760524499655,0.48155360813588666,0.3609040350254408,0.6719101123595506,0.8301007398737617
CUST10378,22,Male,South,Standard,10,2.67,543.3,9.0,80.38,44.4,4.28,668.41,2,3.6,No,0.038877386703473654,0.5661581737531104,0.8919654478759909,0.3303370786516854,0.38897713497471054
CUST10379,31,Female,East,Standard,72,5.97,453.7,35.0,55.05,70.0,4.78,642.73,0,2.2,No,0.11479181044398434,0.4692199502326085,0.5922376050171576,0.6179775280898876,0.3621410358232664
CUST10380,66,Male,East,Standard,48,4.16,577.4,105.0,58.69,42.5,3.29,608.79,2,4.2,No,0.07315389924085576,0.6030509574813372,0.6353094308365873,0.3089887640449438,0.3266730761192158
CUST10381,50,Male,South,Standard,13,8.55,447.0,25.0,23.88,84.2,2.39,730.66,1,1.9,No,0.17414308718656543,0.4619712214648924,0.2234055141403384,0.7775280898876404,0.45402959495046613
CUST10382,68,Male,East,Premium,33,8.97,571.2,20.0,48.2,36.9,5.54,905.77,1,2.7,Yes,0.1838049229353577,0.5963431786216598,0.5111821086261981,0.24606741573033705,0.6370229486268445
CUST10383,36,Male,West,Standard,67,8.24,586.7,11.0,66.57,76.3,2.33,728.71,2,4.7,No,0.1670117322291235,0.6131126257708537,0.7285528339841437,0.6887640449438202,0.4519918070476112
CUST10384,50,Male,South,Standard,29,7.81,285.2,52.0,52.3,44.5,2.17,740.83,0,3.9,No,0.15711985277202667,0.2869198312236287,0.5596970772689622,0.33146067415730335,0.464657442628433
CUST10385,30,Male,North,Standard,14,18.64,104.5,14.0,19.29,87.2,0.85,784.84,2,2.5,Yes,0.40625718886588447,0.09142053445850915,0.16909241509880485,0.8112359550561798,0.5106487480667141
CUST10386,37,Female,South,Premium,64,3.34,707.8,23.0,63.57,64.5,4.34,956.96,2,3.1,No,0.054290315159880365,0.744130693497782,0.6930540764406579,0.5561797752808989,0.6905174936253815
CUST10387,27,Female,South,Standard,69,6.45,476.2,10.0,39.84,38.7,3.87,718.77,3,2.8,No,0.1258339084426041,0.49356269609434167,0.4122589042716838,0.2662921348314607,0.44160431384023746
CUST10388,61,Female,North,Premium,71,13.96,121.4,73.0,69.17,46.6,5.46,1042.16,0,2.1,No,0.29859673337934206,0.10970464135021098,0.759318423855165,0.3550561797752809,0.7795531496885844
CUST10389,27,Male,North,Basic,69,15.21,301.5,55.0,46.68,55.25,1.27,447.46,2,4.0,No,0.3273521969174143,0.3045547982256843,0.49319607147083183,0.45224719101123595,0.1580800902896794
CUST10390,28,Male,East,Premium,63,2.65,568.9,24.0,51.07,71.8,4.4,1066.67,2,3.1,No,0.0384172992868645,0.5938548090446825,0.545142586676133,0.6382022471910112,0.8051665760983155
CUST10391,42,Male,South,Standard,33,5.46,379.7,11.0,65.68,53.9,2.88,662.42,3,3.4,Yes,0.10305958132045089,0.38915936384290817,0.7180215359129097,0.4370786516853932,0.38271746854491495
CUST10392,40,Female,West,Basic,14,16.16,337.8,72.0,34.54,55.7,3.69,538.63,5,2.5,No,0.34920634920634913,0.3438277615492806,0.34954443261152524,0.4573033707865169,0.2533545123939306
CUST10393,34,Female,North,Standard,45,9.3,682.2,19.0,33.11,67.1,0.99,571.78,2,2.9,No,0.19139636530940876,0.7164340582062102,0.3326233581824636,0.5853932584269662,0.2879969067424654
CUST10394,36,Female,North,Standard,16,7.59,241.5,11.0,45.05,57.1,4.41,764.75,4,2.6,No,0.15205889118932595,0.23964080926106243,0.4739084132055377,0.4730337078651686,0.4896543075701209
CUST10395,33,Female,West,Basic,35,5.8,286.3,7.0,60.41,34.3,3.67,514.58,0,3.3,Yes,0.11088106740280652,0.28810992102131344,0.6556620518281859,0.21685393258426963,0.2282217949253857
CUST10396,65,Female,West,Standard,48,5.21,468.0,16.0,28.04,42.0,2.76,681.9,0,2.6,No,0.09730848861283643,0.48469111760251005,0.2726304579339723,0.30337078651685395,0.4030744471847177
CUST10397,48,Male,South,Premium,69,8.06,500.3,9.0,22.98,58.8,3.51,1028.09,2,3.6,No,0.16287094547964112,0.5196364816617982,0.21275588687729263,0.4921348314606741,0.7648497262049074
CUST10398,65,Male,North,Basic,21,5.67,519.3,16.0,60.36,74.4,1.96,463.74,2,3.7,Yes,0.107890499194847,0.5401925781672617,0.6550704058691279,0.6674157303370787,0.17509300672992523
CUST10399,69,Female,North,Standard,19,6.5,594.0,41.0,38.96,80.9,2.16,652.65,5,3.2,Yes,0.12698412698412695,0.621010494428216,0.40184593539226127,0.7404494382022473,0.3725076286418928
CUST10400,51,Female,South,Standard,53,7.04,465.7,19.0,42.12,67.5,2.29,721.33,1,3.6,Yes,0.13940648723257418,0.48220274802553287,0.4392379600047331,0.5898876404494382,0.4442795635998831
CUST10401,60,Male,South,Basic,1,4.3,518.1,31.0,20.15,59.6,0.76,380.33,3,3.8,No,0.07637451115711984,0.5388942983879693,0.17926872559460416,0.501123595505618,0.08792793545959955
CUST10402,23,Male,South,Premium,41,9.45,383.3,15.0,37.82,67.0,3.75,972.22,0,2.3,No,0.1948470209339774,0.3930542031807855,0.3883564075257366,0.5842696629213483,0.7064644902395185
CUST10403,67,Female,North,Standard,54,44.45,441.3,26.0,47.89,44.3,4.11,977.68,2,3.2,Yes,1.0,0.45580439251325333,0.5075139036800378,0.3292134831460674,0.7121702963675126
CUST10404,43,Female,South,Basic,40,2.11,449.4,94.0,61.96,52.5,2.03,465.27,0,3.7,No,0.025994939038417292,0.46456778102347723,0.6740030765589871,0.42134831460674155,0.17669188646908834
CUST10405,55,Female,West,Premium,28,8.25,468.7,19.0,36.43,41.8,3.18,959.65,1,3.4,Yes,0.1672417759374281,0.4854484474737639,0.3719086498639214,0.30112359550561796,0.6933285959118841
CUST10406,30,Female,East,Premium,60,4.08,569.1,32.0,72.86,35.0,2.51,933.13,1,4.4,No,0.07131354957441913,0.5940711890078979,0.8029818956336527,0.2247191011235955,0.6656146804330563
CUST10407,22,Female,South,Basic,27,9.73,529.9,8.0,37.73,60.3,3.16,421.87,2,2.7,No,0.20128824476650561,0.5516607162176782,0.38729144479943195,0.5089887640449438,0.13133804288759773
CUST10408,64,Female,North,Premium,52,6.89,438.0,71.0,37.75,58.0,2.11,1030.64,0,2.6,No,0.1359558316080055,0.4522341231201991,0.38752810318305525,0.48314606741573035,0.7675145257701795
CUST10409,41,Male,South,Basic,34,10.97,284.4,18.0,71.06,66.0,1.83,409.82,2,3.9,No,0.22981366459627325,0.28605431137076703,0.7816826411075612,0.5730337078651685,0.11874555866739123
CUST10410,25,Male,South,Premium,2,14.35,442.2,51.0,51.17,63.7,3.96,1054.72,0,2.7,Yes,0.30756843800322053,0.4567781023477226,0.5463258785942492,0.547191011235955,0.7926785938218451
CUST10411,52,Female,West,Standard,39,7.58,425.0,23.0,39.72,58.9,2.73,735.56,2,2.1,No,0.15182884748102138,0.4381694255111977,0.41083895396994435,0.49325842696629213,0.45915019019353764
